Vertex,ID,OD,IDW,ODW,IDC,ODC,BC,CC,KC,PR,Hub,Authority,LCC,EC,Botnet
1382,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1383,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1384,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1385,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1386,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1387,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1388,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1389,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1390,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1391,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1392,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1393,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1394,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1395,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1396,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1397,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1398,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1399,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1400,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1401,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1402,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1403,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1404,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1405,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1406,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1407,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1408,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1409,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1410,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1411,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1412,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1413,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1414,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1415,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1416,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1417,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1418,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1419,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1420,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1421,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1422,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1423,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1424,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1425,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1426,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1427,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1428,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1429,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1430,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1431,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1432,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1433,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1434,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1435,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1436,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1437,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1438,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1439,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1440,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1441,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1442,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1443,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1444,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1445,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1446,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1447,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1448,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1449,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1450,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1451,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1452,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1453,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1454,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1455,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1456,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1457,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1458,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1459,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1460,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1461,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1462,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1463,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1464,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1465,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1466,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1467,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1468,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1469,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1470,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1471,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1472,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1473,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1474,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1475,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1476,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1477,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1478,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1479,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1480,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1481,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1482,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1483,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1484,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1485,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1486,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1487,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1488,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1489,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1490,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1491,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1492,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1493,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1494,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1495,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1496,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1497,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1498,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1499,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1500,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1501,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1502,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1503,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1504,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1505,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1506,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1507,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1508,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1509,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1510,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1511,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1512,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1513,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1514,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1515,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1516,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1517,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1518,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1519,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1520,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1521,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1522,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1523,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1524,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1525,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1526,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1527,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1528,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1529,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1530,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1531,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1532,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1533,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1534,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1535,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1536,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1537,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1538,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1539,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1540,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1541,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1542,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1543,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1544,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1545,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1546,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1547,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1548,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1549,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1550,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1551,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1552,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1553,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1554,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1555,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1556,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
1557,1,0,0,0,0,0,0.0,0.0,0,0,0.0002647694499846,0.0,0.0,0.0253918358059514,BOTNET
0,12,16,40,0,0,0,0.7573529411764706,0.0,0,0,7.940587788873075e-05,0.9999999999992262,0.0,0.0,BOTNET
1,1,1,0,0,0,0,0.0,0.0,0,0,7.940587788873075e-05,0.0,0.0,0.2499999999999999,BOTNET
2,1,1,0,0,0,0,0.0,0.0,0,0,7.940587788873075e-05,0.0,0.0,0.2499999999999999,BOTNET
3,1,1,0,0,0,0,0.0,0.0,0,0,7.940587788873075e-05,0.0,0.0,0.2499999999999999,BOTNET
4,1,1,10,0,0,0,0.0,0.0,0,0,7.940587788873075e-05,0.0,0.0,0.2499999999999999,BOTNET
5,1,0,0,5,0,0,0.0,0.0,0,0,7.940587788873075e-05,0.0,0.0,0.2499999999999999,BOTNET
6,1,0,0,0,0,0,0.0,0.0,0,0,7.940587788873075e-05,0.0,0.0,0.2499999999999999,BOTNET
7,1,1,0,9,0,0,0.0,0.0,0,0,7.940587788873075e-05,0.0,0.0,0.2499999999999999,BOTNET
8,1,1,0,0,0,0,0.0,0.0,0,0,7.940587788873075e-05,0.0,0.0,0.2499999999999999,BOTNET
9,1,1,0,0,0,0,0.0,0.0,0,0,7.940587788873075e-05,0.0,0.0,0.2499999999999999,BOTNET
10,1,0,14,0,0,0,0.0,0.0,0,0,7.940587788873075e-05,0.0,0.0,0.2499999999999999,BOTNET
11,1,1,0,0,0,0,0.0,0.0,0,0,7.940587788873075e-05,0.0,0.0,0.2499999999999999,BOTNET
12,1,1,952,0,0,0,0.0,0.0,0,0,7.940587788873075e-05,0.0,0.0,0.2499999999999999,BOTNET
13,1,0,0,0,0,0,0.0,0.0,0,0,7.940587788873075e-05,0.0,0.0,0.2499999999999999,BOTNET
14,1,1,10,0,0,0,0.0,0.0,0,0,7.940587788873075e-05,0.0,0.0,0.2499999999999999,BOTNET
15,1,1,0,0,0,0,0.0,0.0,0,0,7.940587788873075e-05,0.0,0.0,0.2499999999999999,BOTNET
16,2,2,0,0,0,0,0.0,0.0,0,0,7.940587788873075e-05,0.0,0.0,0.2499999999999999,BOTNET
17,1,1,0,0,0,0,0.0,0.0,0,0,7.940587788873075e-05,0.0,0.0,0.0,BOTNET
0,64,264,190,0,0,0,0.0960609934857233,0.0,0,0,7.074555649370733e-05,1.76977489598905e-07,0.0,0.0,BOTNET
1,1,1,0,65,0,0,0.0,0.1433675748101831,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
2,1,1,10,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
3,1,1,0,4,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
4,1,1,96,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
5,1,1,0,42,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
6,1,0,16,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
7,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
8,1,1,2,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
9,1,1,0,4,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
10,1,1,406,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
11,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
12,1,1,0,2,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
13,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
14,1,1,0,424,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
15,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
16,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
17,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
18,1,1,0,56,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
19,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
20,1,1,0,4254,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
21,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
22,1,1,0,5,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
23,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
24,1,1,0,9,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
25,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
26,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
27,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
28,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
29,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
30,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
31,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
32,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
33,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
34,1,0,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
35,1,0,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
36,1,1,0,4,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
37,1,0,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
38,1,0,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
39,1,0,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
40,1,1,0,0,0,0,0.0,0.0,0,0,7.074555649370733e-05,0.0,0.0,0.0394976252766681,BOTNET
